,LSOA21CD,imd25_rank,led25_rank,imd19_score,led19_score,grid_id,train_test
1287,E01001375,28550,3814,5.53,22.455,5,test
1288,E01001376,12783,10888,23.916,22.953,5,test
1289,E01001377,23895,688,8.237,34.286,5,test
1290,E01001379,28738,5635,6.511,29.001,5,test
1291,E01001380,27487,7486,12.501,32.757,5,test
1292,E01001381,13235,3572,18.031,43.327,5,test
1293,E01001382,26892,3570,8.388,37.871,5,test
1294,E01001383,21063,5554,11.57,29.019,5,test
1295,E01001384,21278,5085,9.84,29.039,5,test
1296,E01001385,22752,2758,8.565,28.24,5,test
1297,E01001386,22769,3188,9.924,31.27,5,test
1298,E01001387,16624,4649,16.451,49.621,5,test
1299,E01001388,5127,3675,34.821,43.491,5,test
1300,E01001389,8900,4125,21.071,44.993,5,test
1301,E01001390,17474,2961,10.543,22.824,11,train
1302,E01001391,7736,3701,25.639,31.357,11,train
1303,E01001392,23061,3352,10.702,35.964,11,train
1304,E01001393,10340,3658,19.095,34.731,11,train
1305,E01001394,8478,6780,26.964,37.749,11,train
1306,E01001395,5223,11357,35.279,20.781,11,train
1307,E01001396,12283,8656,19.048,29.032,11,train
1308,E01001397,7052,11166,24.623,29.06,11,train
1309,E01001398,28026,12974,9.217,28.266,11,train
1310,E01001399,22812,7013,11.221,22.696,11,train
1311,E01001400,22169,11720,10.379,20.052,11,train
1312,E01001401,19014,8081,12.406,29.21,11,train
1313,E01001402,22522,9156,8.991,17.202,11,train
1314,E01001403,17587,14795,15.86,28.11,11,train
1315,E01001404,14690,10449,19.168,19.85,11,train
1316,E01001405,18702,14707,12.081,16.778,11,train
1317,E01001406,9997,5712,24.464,29.764,11,train
1318,E01001407,15515,10708,18.518,23.568,11,train
1319,E01001408,18178,5935,16.678,43.992,11,train
1320,E01001409,5002,12906,34.902,34.934,11,train
1321,E01001410,4500,28942,45.507,27.969,11,train
1322,E01001411,16137,3606,13.411,26.137,11,train
1323,E01001413,26526,10202,7.768,16.085,11,train
1324,E01001414,4118,7673,42.821,35.879,11,train
1325,E01001415,16198,10587,15.471,17.217,11,train
1326,E01001416,30959,11020,7.674,24.254,11,train
1327,E01001418,13741,7473,21.09,17.927,11,train
1328,E01001419,14670,6021,15.206,19.586,11,train
1329,E01001420,12452,15353,26.371,25.744,11,train
1330,E01001421,14191,18634,26.74,27.17,11,train
1331,E01001422,30358,26040,7.863,9.627,11,train
1332,E01001423,5218,11044,31.815,31.58,11,train
1333,E01001424,1999,15637,45.659,24.583,11,train
1334,E01001425,1038,2878,48.205,36.817,11,train
1335,E01001426,2693,9899,41.035,26.077,11,train
1336,E01001427,2437,6286,42.558,27.759,15,train
1337,E01001428,3616,11398,38.085,31.141,11,train
1338,E01001429,888,13177,46.391,38.425,11,train
1339,E01001430,2868,3763,42.061,33.805,11,train
1340,E01001431,2059,7640,43.347,37.52,11,train
1341,E01001432,1947,1702,39.635,48.375,11,train
1342,E01001433,2864,13633,36.086,27.74,15,train
1343,E01001434,7325,16393,28.191,27.392,15,train
1344,E01001435,8493,14961,26.237,31.11,15,train
1345,E01001436,6630,11907,28.56,27.423,15,train
1346,E01001437,3013,17417,38.766,35.929,15,train
1347,E01001438,4327,6890,34.949,28.685,15,train
1348,E01001439,2152,6302,35.255,27.992,15,train
1349,E01001440,3697,8139,30.551,28.031,11,train
1350,E01001441,3693,7899,37.103,26.03,15,train
1351,E01001442,1326,8171,44.482,36.758,15,train
1352,E01001445,6404,16378,29.846,41.336,15,train
1353,E01001446,5194,9282,27.924,35.771,15,train
1354,E01001447,2436,14078,42.79,19.229,15,train
1355,E01001448,5750,11270,30.162,24.739,15,train
1356,E01001449,6624,11242,29.422,18.385,15,train
1357,E01001450,10683,8072,21.426,27.758,11,train
1358,E01001451,20500,7584,16.806,24.66,11,train
1359,E01001452,29033,8511,11.358,25.328,11,train
1360,E01001453,30865,11880,6.185,16.093,11,train
1361,E01001454,27563,7258,9.141,24.309,11,train
1362,E01001455,25488,12289,11.174,16.589,11,train
1363,E01001456,31561,10479,5.686,22.078,11,train
1364,E01001457,18721,12934,13.891,16.569,11,train
1365,E01001458,2724,6251,40.254,27.197,11,train
1366,E01001459,6604,7316,23.802,22.394,11,train
1367,E01001460,2486,2719,38.272,39.45,11,train
1368,E01001461,835,6405,40.049,26.113,11,train
1369,E01001462,3607,12314,35.063,30.919,11,train
1370,E01001463,8469,9503,22.651,21.714,11,train
1371,E01001464,4957,13246,38.337,27.14,11,train
1372,E01001465,6230,7712,24.442,28.202,11,train
1373,E01001466,5078,4914,28.341,34.764,11,train
1374,E01001467,5583,3805,26.454,36.061,11,train
1375,E01001468,13337,22465,29.819,10.465,11,train
1376,E01001469,15689,16323,23.277,12.434,11,train
1377,E01001470,24267,9860,10.556,11.32,11,train
1378,E01001471,18591,12239,17.36,20.138,11,train
1379,E01001472,21515,9086,13.774,16.931,11,train
1380,E01001473,21575,22565,15.973,12.927,11,train
1381,E01001474,23952,17280,13.064,11.914,11,train
1382,E01001475,32248,20323,7.273,19.599,11,train
1383,E01001476,4933,10120,28.029,24.22,11,train
1384,E01001477,5632,12815,34.984,26.512,15,train
1385,E01001478,11587,7504,25.908,26.327,11,train
1386,E01001479,2067,1607,33.274,42.194,11,train
1387,E01001480,6433,9054,30.603,28.915,11,train
1388,E01001481,5875,10892,26.529,31.52,15,train
1389,E01001482,3227,9347,38.527,35.409,11,train
1390,E01001483,981,7925,53.716,42.224,15,train
1391,E01001484,7510,8114,24.503,32.107,11,train
1392,E01001485,2734,3361,37.13,38.902,11,train
1393,E01001486,2597,13258,41.507,23.449,11,train
1394,E01001487,3182,6771,35.047,30.991,11,train
1395,E01001488,3201,5511,30.484,31.298,11,train
1396,E01001489,3923,8422,30.915,30.269,11,train
1397,E01001491,3589,4828,32.824,35.051,11,train
1398,E01001492,4868,7385,32.044,30.958,11,train
1399,E01001493,9597,12556,29.242,20.675,11,train
1400,E01001494,17301,14280,15.474,22.306,11,train
1401,E01001495,15423,6933,12.544,30.85,11,train
1402,E01001496,20035,15946,14.271,25.211,11,train
1403,E01001497,12267,14311,23.466,23.021,11,train
1404,E01001498,10625,6883,17.405,36.392,11,train
1405,E01001499,11767,9563,24.023,30.283,11,train
1406,E01001500,14788,6396,19.827,33.173,11,train
1407,E01001501,7599,6711,26.291,36.526,11,train
1408,E01001502,5188,13026,31.213,34.042,15,train
1409,E01001503,6190,7726,28.155,31.527,11,train
1410,E01001504,8445,15833,30.29,34.119,15,train
1411,E01001505,5783,6968,33.573,30.167,15,train
1412,E01001507,3449,8467,40.471,32.24,15,train
1413,E01001508,4280,10356,31.854,31.038,11,train
1414,E01001509,3151,8363,34.342,40.923,15,train
1415,E01001511,10161,4117,21.859,33.354,11,train
1416,E01001512,13495,7305,18.403,33.714,11,train
1417,E01001513,3514,12204,33.421,25.324,11,train
1418,E01001514,11526,8781,21.731,33.825,11,train
1419,E01001515,3611,6319,37.118,36.691,11,train
1420,E01001516,6914,10810,28.911,26.708,11,train
1421,E01001517,2449,11922,48.739,16.037,11,train
1422,E01001518,13151,5359,22.402,37.731,11,train
1423,E01001520,16553,10569,17.439,16.007,11,train
1424,E01001521,25266,12983,8.942,19.279,11,train
1425,E01001522,15839,20121,14.078,10.67,11,train
1426,E01001523,23979,9325,8.803,14.814,11,train
1427,E01001524,13535,6870,21.144,22.152,11,train
1428,E01001525,15969,10031,16.784,30.573,11,train
1429,E01001526,26961,20520,10.158,12.115,11,train
1430,E01001527,15651,7627,15.807,30.322,11,train
1431,E01001528,6733,10951,34.923,31.658,11,train
1432,E01001529,5729,6138,32.233,26.108,11,train
1433,E01001530,11752,9651,20.501,32.933,11,train
1434,E01001531,29866,9523,8.429,26.324,11,train
1435,E01001532,27384,7018,8.506,26.9,11,train
1436,E01001533,30666,9945,7.078,21.602,11,train
1437,E01001534,18695,7287,11.197,22.529,11,train
1438,E01001535,22337,5731,14.357,28.014,11,train
1439,E01001536,12852,3803,18.752,32.721,11,train
1440,E01001537,17447,14986,11.559,18.635,11,train
1441,E01001538,28525,14613,11.124,18.826,11,train
1442,E01001539,21517,9402,15.185,26.626,11,train
1443,E01001540,17765,7427,14.261,28.22,11,train
1444,E01001541,27060,10329,9.711,26.13,11,train
1445,E01001542,12606,7823,18.608,22.402,11,train
1446,E01001543,25532,10250,9.625,17.56,11,train
1447,E01001544,24100,8993,9.567,17.979,11,train
1448,E01001545,2950,14647,45.483,17.856,11,train
1449,E01001546,5442,15317,27.925,24.43,15,train
1450,E01001547,5917,10060,29.152,29.004,15,train
1451,E01001548,5162,10612,32.093,24.814,11,train
1452,E01001549,2443,9187,42.876,29.819,11,train
1453,E01001550,5412,18751,36.024,26.09,11,train
1454,E01001553,4497,12869,38.285,24.54,11,train
1455,E01001554,1140,7138,42.024,26.062,11,train
1456,E01001555,4076,4517,34.676,32.87,11,train
1457,E01001556,10438,7281,19.27,33.417,11,train
1458,E01001557,4878,11514,30.164,26.92,11,train
1459,E01001558,2416,1310,39.726,48.817,11,train
1460,E01001559,3828,6242,41.09,43.71,15,train
1461,E01001560,6533,7249,34.488,31.934,11,train
1462,E01001562,3033,14897,46.641,35.829,11,train
1463,E01001563,15072,6087,16.576,39.106,11,train
1464,E01001564,24551,8271,10.265,20.985,11,train
1465,E01001565,19294,14940,16.271,23.691,11,train
1466,E01001566,18452,3913,13.927,26.532,11,train
1467,E01001567,30699,11026,6.287,18.096,11,train
1468,E01001568,32676,18621,9.832,20.104,11,train
1469,E01001569,15404,5733,10.386,19.675,11,train
1470,E01001570,13703,9780,17.923,22.863,11,train
1471,E01001571,15976,8174,17.934,30.322,17,train
1472,E01001572,14973,9082,15.488,32.863,17,train
1473,E01001573,14158,6619,15.713,32.255,17,train
1474,E01001574,4424,15072,39.32,17.89,17,train
1475,E01001575,4724,13532,47.53,19.516,17,train
1476,E01001576,6693,19126,39.498,16.859,17,train
1477,E01001577,8433,18262,33.562,25.849,17,train
1478,E01001578,10085,22868,26.804,24.105,17,train
1479,E01001579,7559,15622,37.671,20.833,17,train
1480,E01001580,24040,5335,10.762,28.154,13,train
1481,E01001581,12996,5049,20.417,26.678,13,train
1482,E01001582,13179,7752,23.276,25.74,13,train
1483,E01001583,22794,3480,13.467,34.021,13,train
1484,E01001584,26410,7341,8.831,19.146,13,train
1485,E01001585,21471,5160,12.942,24.468,13,train
1486,E01001586,15547,9519,24.143,27.05,13,train
1487,E01001587,24478,11294,12.083,23.943,13,train
1488,E01001588,8323,7307,36.01,30.056,13,train
1489,E01001589,8852,7836,27.748,29.524,13,train
1490,E01001590,15441,4340,18.27,29.279,13,train
1491,E01001591,7855,16990,31.725,17.644,13,train
1492,E01001592,22748,6690,14.689,39.632,13,train
1493,E01001593,23787,3290,11.428,36.077,13,train
1494,E01001594,9345,18491,36.347,18.701,13,train
1495,E01001595,12529,15751,23.247,20.468,13,train
1496,E01001596,29465,20338,9.357,13.888,13,train
1497,E01001597,18910,6485,15.157,22.509,13,train
1498,E01001598,22409,15138,14.161,17.078,13,train
1499,E01001599,15294,16353,17.402,18.965,13,train
1500,E01001600,16892,4447,13.508,15.736,13,train
1501,E01001601,24571,7928,10.965,16.642,13,train
1502,E01001602,6102,22437,32.404,20.569,13,train
1503,E01001603,5471,20497,36.698,16.443,13,train
1504,E01001604,18617,4182,13.453,31.123,13,train
1505,E01001605,30679,17577,7.194,17.707,13,train
1506,E01001606,31164,17706,6.397,25.502,13,train
1507,E01001607,17174,8304,17.855,36.813,13,train
1508,E01001608,25613,5548,14.25,19.671,13,train
1509,E01001609,13521,5303,21.984,25.002,13,train
1510,E01001610,23010,11042,12.889,25.954,13,train
1511,E01001611,16579,9546,18.934,30.393,13,train
1512,E01001613,12894,8786,20.04,19.68,13,train
1513,E01001614,30579,15856,8.565,22.421,13,train
1514,E01001615,14430,7164,20.234,25.883,13,train
1515,E01001617,21806,7073,8.775,17.872,13,train
1516,E01001618,15105,22184,23.606,18.699,13,train
1517,E01001619,21625,13565,14.743,23.158,13,train
1518,E01001620,7031,9766,31.693,22.619,13,train
1519,E01001621,9166,6298,31.869,37.964,13,train
1520,E01001623,12926,14187,24.743,24.339,13,train
1521,E01001624,12754,12659,25.331,25.275,13,train
1522,E01001625,4658,5566,40.633,29.395,13,train
1523,E01001629,6570,13009,30.377,16.914,13,train
1524,E01001631,4130,11521,34.131,21.785,13,train
1525,E01001632,7233,3838,18.55,22.994,13,train
1526,E01001633,7684,12623,34.156,18.223,13,train
1527,E01001634,5902,21953,41.733,16.448,13,train
1528,E01001635,9292,3419,23.232,28.259,13,train
1529,E01001636,8574,3153,25.682,30.131,13,train
1530,E01001637,7846,6147,27.056,33.586,13,train
1531,E01001638,5625,13165,28.086,21.893,13,train
1532,E01001641,18863,4008,16.332,35.805,13,train
1533,E01001642,20206,1078,11.497,35.508,13,train
1534,E01001644,17506,6663,17.25,38.75,13,train
1535,E01001645,11915,20519,27.85,18.293,13,train
1536,E01001646,10626,24820,25.032,16.37,13,train
1537,E01001647,19740,13142,21.637,25.658,13,train
1538,E01001648,16382,8089,19.236,17.39,13,train
1539,E01001649,9811,17525,35.196,29.587,13,train
1540,E01001650,9016,12517,31.966,26.83,13,train
1541,E01001651,5587,11148,43.603,20.789,13,train
1542,E01001652,16534,5310,17.489,31.617,13,train
1543,E01001653,4249,24805,40.929,21.524,13,train
1544,E01001654,5837,14513,39.916,26.801,13,train
1545,E01001655,3503,17253,42.546,17.952,13,train
1546,E01001656,17916,18817,18.273,17.807,13,train
1547,E01001657,21577,6353,11.265,25.487,13,train
1548,E01001658,17399,11445,18.198,21.187,13,train
1549,E01001659,17984,7475,20.724,28.412,13,train
1550,E01001660,7893,12819,33.571,18.932,13,train
1551,E01001661,8163,13813,35.08,27.442,13,train
1552,E01001664,19236,4054,21.316,53.895,13,train
1553,E01001665,16803,6580,17.153,35.14,13,train
1554,E01001666,15215,6673,25.344,40.896,13,train
1555,E01001669,7700,12879,27.835,23.529,17,train
1556,E01001671,9013,7366,22.947,20.882,13,train
1557,E01001672,7486,2842,27.142,32.136,13,train
1558,E01001673,5845,6718,35.883,22.228,13,train
1559,E01001674,9297,6722,22.128,32.6,17,train
1560,E01001675,7377,4509,28.69,31.051,13,train
1561,E01001676,6083,8611,28.338,22.585,17,train
1562,E01001677,8717,4983,19.733,30.952,13,train
1563,E01001678,14347,9556,14.09,32.384,13,train
1564,E01001679,19726,12038,13.493,25.196,13,train
1565,E01001680,26956,15036,8.857,18.005,13,train
1566,E01001681,17552,10150,18.3,25.52,13,train
1567,E01001682,15938,6819,18.224,23.576,13,train
1568,E01001683,10210,8033,22.811,26.022,13,train
1569,E01001684,12145,22446,24.72,16.933,13,train
1570,E01001685,13451,11890,17.339,30.244,13,train
1571,E01001686,10446,10802,20.534,24.006,13,train
1572,E01001687,4057,14994,35.651,21.698,13,train
1573,E01001688,8905,17835,26.616,18.928,17,train
1574,E01001690,6334,18918,29.707,12.432,17,train
1575,E01001692,6477,15446,30.003,13.802,17,train
1576,E01001693,4005,12362,33.676,13.83,17,train
1577,E01001694,9854,14633,23.21,14.81,17,train
1578,E01001695,8332,11116,36.783,16.992,13,train
1579,E01001696,9991,13341,36.797,26.411,13,train
1580,E01001697,8778,11181,33.943,27.524,13,train
1581,E01001698,6824,10717,29.548,17.352,13,train
1582,E01001699,12003,11632,24.705,17.544,13,train
1583,E01001700,9298,10545,31.145,26.016,13,train
1584,E01001701,11320,17950,29.43,22.667,13,train
1585,E01001702,6625,19416,37.853,17.227,13,train
1586,E01001703,5250,13822,31.821,15.889,13,train
1587,E01001704,9886,6704,23.517,27.845,13,train
1588,E01001705,6004,16866,32.594,20.121,13,train
1589,E01001708,17469,13679,20.619,23.807,13,train
1590,E01001710,5249,13092,33.511,14.595,13,train
1591,E01001712,5180,9146,31.332,25.383,13,train
1592,E01001714,10378,9970,44.248,35.903,10,test
1593,E01001715,11713,7819,28.349,41.005,10,test
1594,E01001716,5436,7614,37.112,42.422,10,test
1595,E01001717,13095,17781,27.475,23.44,10,test
1596,E01001718,14863,2104,20.149,44.58,10,test
1597,E01001719,9350,5276,35.72,24.999,10,test
1598,E01001720,18595,3622,19.773,37.448,10,test
1599,E01001722,3020,8802,31.702,25.442,10,test
1600,E01001723,8633,6727,22.842,35.149,10,test
1601,E01001724,11077,3001,25.324,46.11,10,test
1602,E01001725,3066,9587,26.575,32.431,10,test
1603,E01001726,2236,7564,32.84,25.527,10,test
1604,E01001727,6332,5434,22.608,26.662,10,test
1605,E01001728,2472,6193,30.577,28.623,10,test
1606,E01001729,3140,7508,42.01,26.563,14,train
1607,E01001730,5291,8084,45.752,37.397,14,train
1608,E01001731,9155,3834,31.157,35.312,10,test
1609,E01001732,3925,5300,39.137,29.233,14,train
1610,E01001733,14541,5797,32.404,46.913,14,train
1611,E01001734,7543,2727,36.255,36.98,10,test
1612,E01001735,8921,7236,35.185,31.804,14,train
1613,E01001736,19539,10100,21.541,25.494,10,test
1614,E01001737,17680,7459,24.573,44.939,10,test
1615,E01001738,13164,6585,22.939,29.231,10,test
1616,E01001739,14877,4484,25.798,30.318,10,test
1617,E01001740,6066,9309,43.901,27.268,10,test
1618,E01001741,22092,3746,17.772,33.265,10,test
1619,E01001742,11574,10667,28.995,26.811,10,test
1620,E01001744,12008,9371,32.017,33.92,10,test
1621,E01001745,4747,5258,36.826,26.743,10,test
1622,E01001746,6355,6735,35.266,24.175,10,test
1623,E01001747,9680,8592,31.063,29.505,10,test
1624,E01001749,11588,2289,31.098,50.4,10,test
1625,E01001750,9723,6923,36.039,42.372,10,test
1626,E01001751,23883,2273,18.737,59.744,10,test
1627,E01001753,4158,8527,35.92,33.959,10,test
1628,E01001755,5498,3968,40.073,30.19,10,test
1629,E01001756,15870,3959,23.435,46.51,10,test
1630,E01001757,5085,7957,31.873,23.585,10,test
1631,E01001758,6639,7060,38.882,29.545,10,test
1632,E01001759,10661,5401,28.934,32.31,10,test
1633,E01001760,6348,2550,39.233,35.737,10,test
1634,E01001761,4975,5477,47.161,34.646,10,test
1635,E01001762,2609,2789,27.09,39.349,10,test
1636,E01001763,10909,6446,22.12,37.008,10,test
1637,E01001764,8792,9677,28.73,31.482,10,test
1638,E01001765,4560,12512,43.409,26.457,10,test
1639,E01001767,9378,3762,33.95,35.623,10,test
1640,E01001768,12525,8441,24.277,38.236,10,test
1641,E01001769,13753,4254,26.759,31.856,10,test
1642,E01001770,5449,4331,34.261,27.033,10,test
1643,E01001772,8257,11688,41.78,34.632,10,test
1644,E01001773,9100,7821,38.205,39.226,10,test
1645,E01001774,10920,7207,28.204,35.8,10,test
1646,E01001775,6187,3621,39.266,32.628,10,test
1647,E01001776,7955,7174,45.938,40.342,10,test
1648,E01001777,14374,5854,34.27,39.956,10,test
1649,E01001780,6535,3575,37.728,36.541,10,test
1650,E01001781,4329,6070,44.66,33.173,10,test
1651,E01001783,4481,8876,38.594,34.676,10,test
1652,E01001784,8377,6348,26.639,38.62,10,test
1653,E01001785,12624,4140,30.74,43.769,14,train
1654,E01001786,5683,10642,37.939,26.727,14,train
1655,E01001787,4163,13536,43.42,23.359,14,train
1656,E01001788,4591,16997,42.475,22.819,14,train
1657,E01001789,12736,11501,27.673,31.819,14,train
1658,E01001790,4831,18925,51.961,23.041,14,train
1659,E01001791,7753,14061,32.227,32.399,14,train
1660,E01001792,8466,5729,32.729,37.316,10,test
1661,E01001793,11480,3424,24.873,39.232,14,train
1662,E01001794,15261,4605,26.492,53.677,10,test
1663,E01001795,9720,2841,31.452,38.026,14,train
1664,E01001796,7521,3990,28.427,50.857,14,train
1665,E01001798,4837,4757,46.437,33.384,10,test
1666,E01001799,3046,5756,26.539,44.532,10,test
1667,E01001800,890,6139,39.15,28.668,10,test
1668,E01001801,5566,13067,31.423,42.561,10,test
1669,E01001802,4694,7103,33.522,29.767,10,test
1670,E01001803,18309,9331,15.695,32.03,10,test
1671,E01001804,3482,9784,26.466,35.055,10,test
1672,E01001805,10015,3108,27.222,47.853,10,test
1673,E01001806,10291,7408,29.992,28.043,10,test
1674,E01001807,3343,7947,29.104,38.774,10,test
1675,E01001808,1212,1392,30.857,62.351,10,test
1676,E01001809,2438,6464,26.652,35.191,10,test
1677,E01001811,3243,6751,48.58,26.572,10,test
1678,E01001812,2374,4735,29.842,25.907,10,test
1679,E01001813,3705,8468,48.476,51.33,10,test
1680,E01001814,2200,3597,32.729,43.765,10,test
1681,E01001815,7248,11406,36.758,25.092,10,test
1682,E01001816,12171,5746,25.206,30.492,10,test
1683,E01001819,12408,4989,27.879,30.972,10,test
1684,E01001820,6755,11057,41.027,32.311,10,test
1685,E01001821,5021,10985,43.173,30.408,10,test
1686,E01001822,1166,5172,45.667,25.305,10,test
1687,E01001823,2222,13568,28.315,21.263,10,test
1688,E01001824,1258,6526,33.87,29.313,10,test
1689,E01001825,2725,7092,26.92,32.224,10,test
1690,E01001826,1380,10397,34.25,27.626,10,test
1691,E01001827,1523,7609,36.874,22.635,10,test
1692,E01001828,4255,10366,34.2,21.761,10,test
1693,E01001829,24244,6321,16.477,37.958,10,test
1694,E01001830,8486,7786,32.425,29.416,10,test
1695,E01001831,10689,3942,29.178,39.587,10,test
1696,E01001832,11479,2698,28.103,41.718,10,test
1697,E01001833,8648,4460,31.832,35.707,10,test
1698,E01001834,11073,5772,30.766,37.825,10,test
1699,E01001835,16565,1818,21.313,33.092,10,test
1700,E01001836,9465,6496,26.182,30.383,14,train
1701,E01001837,18409,7254,17.083,31.935,10,test
1702,E01001838,2817,4870,46.392,27.977,14,train
1703,E01001839,5767,5186,38.772,32.322,10,test
1704,E01001840,5019,7756,40.008,24.268,14,train
1705,E01001841,7202,8927,31.696,25.393,14,train
1706,E01001842,5392,8157,39.524,31.073,10,test
1707,E01001843,8674,15221,32.022,29.684,14,train
1708,E01001844,10214,2197,26.949,40.636,14,train
1709,E01001845,3239,7415,50.985,29.622,14,train
1710,E01001846,3904,8082,46.735,27.992,14,train
1711,E01001847,3097,6218,56.261,32.984,14,train
1712,E01001848,6821,4875,39.884,35.491,14,train
1713,E01001849,7109,8673,34.104,34.051,14,train
1714,E01001850,4252,10346,42.961,29.887,14,train
1715,E01001851,23146,4546,13.267,33.543,5,test
1716,E01001852,17171,3308,16.762,37.917,5,test
1717,E01001853,18832,4160,20.791,42.447,5,test
1718,E01001854,13468,4842,19.308,37.836,5,test
1719,E01001855,18838,6244,18.446,38.683,5,test
1720,E01001856,7757,4137,31.549,40.397,5,test
1721,E01001857,5063,4312,39.967,34.845,5,test
1722,E01001858,12681,6359,30.675,47.737,5,test
1723,E01001859,17713,21226,20.236,25.296,5,test
1724,E01001860,7374,5505,31.87,33.315,5,test
1725,E01001861,7792,5225,30.192,26.784,5,test
1726,E01001862,9666,8863,32.679,32.002,5,test
1727,E01001863,17518,4666,18.964,32.56,5,test
1728,E01001864,15852,10519,28.795,41.466,5,test
1729,E01001865,23631,7314,13.639,29.56,5,test
1730,E01001866,17835,493,14.104,41.193,5,test
1731,E01001867,19350,2334,13.678,26.11,5,test
1732,E01001868,6162,6217,35.865,39.32,5,test
1733,E01001869,22430,3611,14.292,44.066,5,test
1734,E01001870,20063,3888,16.892,34.831,9,train
1735,E01001871,22124,4053,12.278,31.908,5,test
1736,E01001872,15741,4112,15.605,38.18,5,test
1737,E01001873,15079,11019,22.705,35.176,5,test
1738,E01001875,4081,4191,33.544,33.709,5,test
1739,E01001876,7376,13875,37.345,33.483,6,train
1740,E01001877,7183,6689,33.33,43.979,6,train
1741,E01001878,4663,5193,34.751,31.73,6,train
1742,E01001879,9380,3668,22.554,24.952,5,test
1743,E01001880,11776,4822,21.14,27.352,9,train
1744,E01001881,19963,2986,14.937,37.514,9,train
1745,E01001882,18755,1084,13.532,38.509,9,train
1746,E01001883,19299,8013,23.378,28.186,9,train
1747,E01001884,7970,2688,25.958,43.686,9,train
1748,E01001885,3125,7575,50.627,30.869,9,train
1749,E01001886,12084,5679,25.873,30.14,5,test
1750,E01001887,10851,5655,23.246,27.199,5,test
1751,E01001888,23465,3409,10.795,28.424,5,test
1752,E01001889,17593,1885,19.908,44.105,5,test
1753,E01001890,18037,1772,13.675,36.859,5,test
1754,E01001891,29233,7505,11.44,35.009,5,test
1755,E01001892,11190,11913,28.411,28.561,5,test
1756,E01001893,10715,5933,33.791,37.872,5,test
1757,E01001894,7045,4240,30.447,36.153,5,test
1758,E01001895,15260,4726,19.524,31.379,5,test
1759,E01001896,14526,7414,22.043,32.832,5,test
1760,E01001897,19711,4964,15.457,28.712,5,test
1761,E01001898,19355,5584,22.222,35.056,5,test
1762,E01001899,8420,5100,43.244,37.111,5,test
1763,E01001900,6447,885,36.348,44.479,5,test
1764,E01001901,23680,1569,10.834,31.769,5,test
1765,E01001902,15712,2119,15.69,26.859,5,test
1766,E01001903,12501,3045,25.552,39.844,5,test
1767,E01001904,25295,4134,9.473,37.523,5,test
1768,E01001905,25208,2712,7.147,25.366,5,test
1769,E01001906,21669,1838,9.619,29.294,5,test
1770,E01001907,24206,1445,11.551,29.723,5,test
1771,E01001908,17362,2562,17.008,37.449,5,test
1772,E01001909,16093,4688,22.51,36.002,5,test
1773,E01001910,14651,2723,18.415,43.563,5,test
1774,E01001911,6441,9321,34.648,29.097,9,train
1775,E01001912,4836,5241,35.515,31.673,9,train
1776,E01001913,24084,2373,10.792,31.268,5,test
1777,E01001914,11221,1596,19.977,34.046,5,test
1778,E01001915,22789,1651,12.938,50.126,5,test
1779,E01001916,29114,2059,6.849,29.986,9,train
1780,E01001917,20914,6191,15.582,32.922,5,test
1781,E01001918,18403,4850,10.542,25.285,5,test
1782,E01001919,28295,7038,8.626,21.643,5,test
1783,E01001920,6373,2368,31.102,38.059,9,train
1784,E01001921,17356,1698,19.082,38.928,9,train
1785,E01001922,22395,827,12.078,34.118,9,train
1786,E01001923,19811,4070,17.635,49.203,9,train
1787,E01001924,27466,1611,9.181,39.383,9,train
1788,E01001925,23850,1525,9.021,36.682,9,train
1789,E01001926,24616,725,6.578,32.544,9,train
1790,E01001927,27975,2446,9.468,35.799,5,test
1791,E01001928,18033,3451,20.584,35.836,5,test
1792,E01001929,24826,2604,12.281,37.39,5,test
1793,E01001930,10604,4550,31.034,54.355,5,test
1794,E01001931,22153,3063,18.489,43.203,5,test
1795,E01001932,13940,2521,25.92,43.493,5,test
1796,E01001933,18538,1852,20.872,36.333,5,test
1797,E01001934,14038,15037,23.795,16.057,9,train
1798,E01001935,14875,2904,16.976,27.34,9,train
1799,E01001937,21817,1513,13.307,39.142,9,train
1800,E01001938,9771,5324,27.478,39.012,9,train
1801,E01001940,9424,4833,34.773,31.692,5,test
1802,E01001941,8375,2086,30.224,41.205,5,test
1803,E01001942,11501,2628,24.159,34.925,5,test
1804,E01001943,7613,3873,33.034,49.212,5,test
1805,E01001944,3375,9715,43.021,26.176,5,test
1806,E01001945,13834,3457,25.101,36.831,5,test
1807,E01001946,17767,8968,21.955,20.234,5,test
1808,E01001947,5107,4167,37.614,26.449,9,train
1809,E01001948,19934,2216,14.586,43.816,9,train
1810,E01001949,25449,1989,8.026,33.366,5,test
1811,E01001950,23023,723,9.705,37.449,9,train
1812,E01001951,17598,1888,17.389,46.62,9,train
1813,E01001952,17266,1756,15.715,37.251,5,test
1814,E01001953,12449,2933,22.092,33.592,9,train
1815,E01001954,10860,2568,27.358,31.674,5,test
1816,E01001955,7472,10575,37.986,31.538,5,test
1817,E01001956,10991,5106,27.284,35.923,5,test
1818,E01001957,5374,7885,38.797,23.103,5,test
1819,E01001958,5691,9604,38.666,23.583,5,test
1820,E01001959,7828,7093,40.084,49.327,5,test
1821,E01001960,14283,4437,18.411,37.041,5,test
1822,E01001961,4555,8565,41.84,24.365,5,test
1823,E01001962,17582,6173,15.503,29.775,10,test
